price,sqft_living,bedrooms,bathrooms,floors
367400,1280,4,1.5,1
700000,1930,4,2,1
667000,2560,5,2.25,1
200000,920,2,1,1
552775,1900,3,2.5,2
452000,2270,3,2,1
418000,2080,3,2.5,1
601500,1460,3,1.75,1
600000,1670,3,1.75,1
340000,2810,4,2.5,2
310000,2370,3,2.5,2
290000,1700,2,1.75,1
438000,1630,2,1,1
718000,2930,4,2.75,1
200000,860,2,1,1
479900,1980,3,2,1
400000,2080,3,2.5,2
219950,1060,3,1,1
300000,1590,3,2.5,2
437000,1980,3,2.25,1
350000,1720,4,2,1
626000,1350,4,1.75,1
490000,2080,3,2.5,2
289000,2090,3,2.5,2
595000,2030,3,2.5,2
676000,2680,3,2.25,1
389000,1820,3,1.75,1
240000,1300,3,2,1
382500,2210,4,2.5,2
511555,1400,3,2,1
710500,2040,3,1.75,1.5
429000,2420,3,2.5,2
170000,1920,4,1.75,1
2135000,3860,4,3.25,1
480000,2760,5,2.75,1
1665000,3450,4,3.75,2
225000,1040,3,1,1
615000,2220,3,1.75,1
438950,2470,4,2.5,2
242000,1300,3,1.75,1
560000,1960,3,2.5,1
857500,2040,3,1.5,2
685000,3030,4,2.5,2
486000,2260,4,3,2
749000,2670,3,2.5,2
260000,1520,3,2.5,2
1015000,3610,3,1.75,1.5
565000,1130,3,1.75,1
355000,1480,3,2,2
775000,3540,5,2,2
335000,2100,4,2.25,1
1300000,3366,5,4,2.5
545000,1810,3,1.75,1.5
540000,1680,3,1.75,1.5
687500,2450,3,1.75,1
115000,1150,1,2,1
227000,1150,1,2,1
870000,3240,4,2.5,2
1190000,3480,4,2.5,1.5
375000,2800,4,2.5,2
902000,3240,3,2.75,1
269500,1480,2,1.5,1
570000,1700,3,1,1.5
359950,1240,2,1,1
1450000,3720,4,3.5,2
615000,1910,3,2.5,2
250000,2120,4,2,1.5
530000,3020,4,2.5,2
474950,2250,3,2,1
490000,1650,4,2,2
210000,880,2,1.5,2
265500,1860,3,1,1
1462497,3840,5,3.25,3
310000,2192,4,2.25,2
324500,1590,3,2.5,2
599000,3700,4,4.75,1
525000,3670,4,2.5,2
400000,1630,3,1,1
887500,4230,3,3,2
344000,1060,2,1,1.5
525000,2700,3,2.5,2
385000,2110,3,2.25,2
820000,3720,4,2.5,2
1305000,3440,4,3.5,2
549000,2420,4,2.25,1
180000,1090,3,1,1.5
589000,2910,4,2.5,2
350000,1050,3,1,1
197400,1610,3,2,1
267000,1760,3,2.5,2
480000,1540,3,1.5,1
650000,2580,4,2.5,1
600000,1370,2,1,1.5
490000,1440,2,1.75,1
225000,1410,3,1,1
640000,1980,3,2.25,1
710000,2440,3,3.5,2
325000,1350,3,2,1
595000,3130,3,3.25,1
128750,880,3,1,1
465000,1920,3,2.25,1
710000,2700,4,1.75,1
605000,1670,4,2.75,1
994000,3470,4,2.5,2
489950,1820,3,2.25,2
365000,1310,3,1.5,1
359950,1790,3,2,1
495000,2460,4,2.5,2
255000,1060,3,1.5,1
330000,1340,3,1.75,1
450000,1480,3,1.75,1
655000,3500,4,2.5,2
485000,2910,4,2.75,1
375000,1940,4,1.75,1
570000,2280,4,2.5,2
350000,1190,3,2.25,3
550000,1260,3,1,1
513000,2270,5,2,1
450000,1990,4,2.25,1
432500,1500,4,1.75,1
432000,2060,5,2.75,1.5
480000,1950,3,2.25,2
402200,1790,3,1.75,1
650000,1520,3,1,1
1199500,3240,4,2.5,2
312000,2440,3,2,1
610000,2220,4,2,1.5
823000,2640,5,1.75,1.5
471000,1450,4,1.75,1
481015,1550,3,2.25,2
1959000,6200,5,4.5,3
624000,2810,4,3.25,1
480000,2080,4,2.5,1
815000,1370,3,1.5,1
1650000,2920,4,2.25,1
180000,1000,3,1,1
156601,1210,2,1.75,1
374950,2790,4,2.5,2
368000,1660,2,1.5,1
550000,1650,3,2,2
198000,1300,3,1.75,1
345000,1090,3,1.75,1
1712750,2660,5,2.5,1
185900,940,3,1,1
950000,2750,3,2.75,1
995000,3850,4,4.5,2
345000,860,2,1,1
741000,2070,4,2.75,1
737000,2290,2,2.25,1
668750,2340,4,2.5,1
575000,2680,3,1.75,1
280000,1710,4,2,1
583000,1800,3,1.5,1
196000,1510,3,2.25,1
349950,1700,3,2.5,2
429000,1350,4,1,1.5
270000,2140,5,2.5,1
385000,2700,6,4,1
535000,920,1,1,1
352500,1500,3,1.75,1
624000,1510,3,1.75,1
215000,1980,5,1.5,1.5
870000,4500,4,3,2
440000,3220,4,2.5,2
518000,1140,2,1.5,2
259500,1490,3,2.25,2
795127,4360,4,3.25,1
290000,960,3,1,1
385000,2253,4,3,2
259950,770,2,1,1
330000,1310,2,2.5,2
280000,980,3,1,1
595000,1820,4,2.5,2
925900,3980,4,3.75,2
499000,3010,3,2.25,2
325000,1830,4,2.5,2
895000,2550,5,2.5,1
162248,800,2,1,1
1072500,2890,3,2.25,2
430000,1810,3,1.5,1
615500,1810,3,1.5,1
260000,940,3,1,1
295000,1810,4,2,1
1186039,2550,3,1.75,2
749950,2370,4,2.5,2
175000,1370,6,1,1.5
415000,1370,6,1,1.5
190000,1200,3,1,1
625000,2100,3,1.75,1.5
420000,2020,3,2.25,2
339900,1570,4,1.5,1
160000,1140,2,1,1
353000,1830,4,2.5,2
390000,1010,3,2,1
675000,1770,4,2.5,1
400000,2120,3,2.5,2
1340000,3190,4,3.5,2
1650000,2780,4,2.5,1
1000000,3350,5,3,2
850000,3450,5,3.5,1
275000,1060,3,1.5,1
450000,1670,3,2.5,2
305000,2251,4,1.75,1
643002,1770,3,2.5,1.5
468000,1510,2,1.75,1
324950,1770,4,2.5,2
290000,1260,3,2,1
488500,1710,3,2,1
367950,2290,3,1.75,1
285000,790,2,1,1
417000,1820,3,2.75,2
1115000,3180,4,2.5,1
1550000,5280,4,4,2
604000,3240,3,2.5,2
380000,2390,3,2.5,2
336500,2500,4,2.5,2
685000,2290,4,2,1.5
4208000,7440,5,6,2
670000,1600,3,1,1
524000,1120,2,1,1.5
172000,1340,3,1,1
680000,1670,6,2,1
549900,2830,4,3,2
357000,2700,4,2.75,1
107000,910,3,1.5,1
232900,910,3,1.5,1
800000,2370,4,3.5,2
248500,880,2,1.5,2
670000,2050,3,2.5,1
207000,1180,3,1.75,1
164000,1070,3,1,1
570500,1380,2,1,2
599990,2680,3,2.25,1
395000,2100,5,1.75,1
979500,4133,4,3.75,2
207000,920,3,1,1
237000,920,3,1,1
650100,1750,2,1,1
385000,1950,4,2.5,1
335000,1660,2,1.75,2
347000,2670,4,1.5,2
204000,980,3,1,1
615000,1780,4,2.25,2
943500,2370,3,2.25,2
560000,1640,3,2,1
547500,2610,4,2.5,1
359500,2030,4,1.75,1
660000,2590,3,2.5,1
258000,1620,3,1.75,1
355000,2040,3,1.75,1
253500,810,2,1,1
422500,1270,3,1,1
239000,1470,2,2,1.5
628000,1720,3,2.25,1
352000,1320,2,2.5,1
311600,1358,3,2.25,3
235000,2070,4,1.5,1
870000,2910,5,2.25,2
190848,1370,4,1.5,1
570000,2340,4,1.75,1
661254,2290,4,4,1.5
575000,1650,4,2,1
230000,650,2,0.75,1
680000,2300,3,2.25,2
148000,620,1,1,1
244900,620,1,1,1
214950,1400,3,1,1
580000,1800,3,1.5,1
263000,1300,3,1.5,1
317000,2360,5,2.5,1
302000,3320,4,3,1
899000,1480,3,1,2
1289000,2190,3,2.5,1
710000,3740,3,3.25,2.5
230000,1360,3,1,1
430000,1210,3,1,1
1169000,4610,5,4.25,2
397000,860,3,1,1.5
595000,2250,3,2.5,2
485000,2030,3,1.75,1
755000,3260,5,2.5,1.5
185000,1840,3,1,1
340000,1840,3,1,1
236000,2000,4,2.75,2
550000,2810,4,2.5,2
680000,1780,3,2,1
630000,2540,4,2.5,2
560000,2340,3,2,1
385000,1480,3,2,1
280000,1358,3,2.25,3
225000,1750,3,2.5,1
610000,1830,4,1.75,2
592500,1170,3,2,1
750000,3170,4,2.75,2
164000,1530,4,1,2
320000,1100,2,1,1
544000,2030,4,2.5,2
344950,1870,3,1.75,1
539500,3080,3,2.5,2
420000,2480,4,1.75,1
305000,910,2,1,1
229000,810,2,1,1
1068000,3990,5,3.5,2
397500,1430,3,2.25,3
540000,2190,4,2,2
650000,2290,4,2.5,2
1900000,3020,6,4,2
649000,2260,2,1.75,2
287500,2020,5,2,1.5
815000,2620,4,2.75,1
795000,2830,2,2.5,2
502775,1700,3,1.75,1
222900,1110,2,1,1
399950,2150,4,3,1
728000,2650,4,2.5,2
850000,3870,5,3.5,2
525000,2530,4,2.75,2
257000,1450,3,1,1.5
433500,2200,3,2.5,2
314950,1890,4,1.75,1
500000,1530,3,1.75,1
300000,1590,3,1.5,1
645000,2690,4,2.5,2
222500,990,3,1,1
275000,1300,3,1.75,1
498000,1720,3,1.5,1.5
800000,2080,3,1.75,1
297000,1840,3,2.5,2
625000,4010,5,3.5,2
770000,3560,4,2.5,2
517000,1640,3,2.25,1.5
238000,530,1,1,1
234550,1990,3,1,1
230500,1690,3,2.25,1
585000,2670,5,2.5,1.5
733000,1930,4,1.75,1.5
357950,810,2,1,1
530000,1550,3,1.75,1
377500,2640,4,2.5,2
475000,2320,4,2.5,2
399000,2170,3,1.75,1
660000,2080,3,2,1
400000,2070,5,2.25,1
440000,800,2,1,1
366400,2040,4,2.25,1
627250,2830,4,2.5,2
375950,1480,3,1.75,1
162000,1810,3,2.25,1
780000,1970,3,2.75,2.5
705000,2650,4,2.5,1.5
450000,2820,4,2.5,1
311000,1400,3,2.75,1
485000,1580,3,2.5,2
485000,1800,3,2.5,2
725000,3360,5,3.75,2
185000,1510,3,1,1
1890000,4285,4,4.25,2
260000,1610,3,2.25,2
356000,2470,4,2.5,2
225205,1200,3,1,1
445000,1260,3,1,1
356000,920,2,1,1
760250,2540,5,2.75,1
572000,1870,2,2,1
970000,3060,3,2.25,1.5
348450,1950,4,2.5,2
535500,1730,3,1.5,2
710000,2570,5,2.5,1
745000,1490,3,1.75,1
355000,2040,4,2.5,2
333000,2690,4,2.5,2
282000,1610,3,2.5,2
840500,2520,3,2,1.5
432000,1550,3,1.75,1
625000,1800,3,1,1
209977,1170,3,1,1
174000,900,2,1,1
740000,2800,4,2,1
518000,1830,3,1.75,1.5
539000,1380,3,1.75,1
575000,1990,3,2.75,1
530000,1170,2,1.75,2
242025,1400,4,1.75,1.5
1030000,2620,4,2.5,1
230000,880,3,1,1
350000,2260,4,2.5,1
595000,1300,3,1,1
440000,1450,3,1.75,1
550000,1110,3,1,1
940000,1890,4,2.25,1
375000,1100,3,1.5,2
567500,1350,2,1.5,1
735000,3020,3,2.5,1
114000,730,2,1,1
608000,1390,2,1,1
442500,2710,3,1.5,1.5
381800,1530,4,2,1
330000,2170,3,2,1
90000,790,2,1,1
312000,1160,2,1.75,1
339000,1080,3,1,1
313000,2190,3,1.75,1
618080,2030,3,2.5,2
325000,2480,3,2.25,2
242000,2240,4,1,1
364000,1650,2,1.5,1
545000,1700,3,1.75,1.5
445000,2790,3,2.5,2
1085500,3010,4,2.75,2
660000,2550,4,2.5,1
845000,2880,4,2.5,1
417000,2090,4,2,1
213800,740,2,1,1
400000,960,2,1.75,1
759950,2100,4,3.5,2
990000,2540,4,2.5,2
710000,1650,3,1.75,1
315000,770,1,0.75,1
515000,2280,4,2.5,1
638000,1660,3,2,1
370000,2020,4,2,1.5
184000,970,3,1,1
583800,2480,3,2.5,2
309500,1250,3,1,1
1960000,4430,4,4,2
299000,740,1,1,1
215000,710,2,1,1
410000,1970,4,2,1
478000,820,2,1,1
431000,1000,2,1,1
635000,3080,4,2.5,2
648000,2410,5,2.25,2
640000,2370,3,2.5,2
932808,4690,5,4.5,2
835000,2280,2,2,1
469775,1530,2,1.75,1
587000,3610,5,3.5,2
677915,1740,3,2,1
1075000,3600,4,3,1
671000,3130,4,3,1.5
695000,3940,5,3.25,2
205000,2200,4,2,1
350000,1510,4,1,1.5
360000,1560,3,1.75,2
313999,1870,4,2.25,2
300000,2070,3,2.25,1
452000,1660,2,1.75,1
495500,2010,3,2.5,1
288000,1410,3,1,1
227490,1820,3,1.75,1
470950,2560,3,2.5,2
735000,2450,4,2.75,2
730000,3110,7,2.75,1.5
412000,2210,3,2.5,2
589500,2630,4,2.5,2
291000,2350,7,1,1
1300000,4450,5,3.75,2
190000,1200,3,1,1
456200,1210,2,1.75,1
225000,1290,3,1,1
2000000,3490,3,2.5,1
740000,3360,4,2.5,2
467000,2660,3,1.75,1
385000,770,2,1,1
670000,1800,3,2.5,2
500000,2900,4,2.5,1
352450,1430,3,2,1
669888,2550,4,2.75,2
405000,1310,3,2.75,1
518000,1430,3,1.5,1
280000,1880,4,1,1
435000,1600,3,2.5,2
314950,1760,3,2,1
209900,1180,2,2,2
630000,2330,4,2.5,2
442000,1960,4,1.5,1.5
340000,1140,4,1,1
230000,1400,3,1.75,1
495200,2710,5,2.25,1
900000,3510,4,2.5,2
265000,910,2,1,1
489500,2090,3,1.75,1
335000,1410,3,2,1
585000,3050,3,3.25,2
800000,2010,4,2.25,1
379500,2120,4,2.25,2
475000,1270,3,1,1
520000,1670,3,2,1
515000,1800,4,2.5,2
577500,1640,2,1,1
269900,1740,3,2.25,1
329000,1600,3,1,1
458500,1280,3,1.5,1.5
890000,1480,4,2,1.5
361500,1980,4,2.5,2
2535000,3730,5,3.25,1
325000,900,2,1,1
1850000,3480,4,3.25,3
945000,2840,4,2,1
370000,2490,3,2.5,2
320000,1490,0,2.5,2
450000,1510,2,2,1
800000,2900,4,2.5,2
676000,2240,3,2.5,2
1272500,2040,4,1.75,2
290000,1460,3,1.75,1
158000,990,3,1.5,1
379950,1970,4,1.75,1
583000,2660,4,2.5,2
150000,870,2,1,1
261500,1740,3,2.5,2
278000,2290,4,2.5,2
555000,2170,4,2.75,1
355000,2040,3,1.75,1
375000,1770,4,1.5,1
227000,2380,3,1.75,1
335000,2030,4,2,1
680000,2270,3,2.25,1
686500,1390,2,1.75,1.5
410000,1530,3,1.75,1
425000,1430,2,1,1.5
562500,2030,3,2.5,1
345000,2390,4,2.5,2
627500,2540,4,2.5,1
355000,1890,3,1,1
335000,1870,3,2.25,2
350000,1780,4,3,1
590000,1610,3,1,1
252000,1420,3,2,2
1295000,4440,5,4,1
705000,1820,4,2,2
498000,1620,3,2,1
312500,870,2,1,1
260000,1830,4,1.75,1
209950,2290,3,1.5,1
610000,1110,3,1.75,1
500000,1440,4,1,1.5
850000,3070,3,3.5,1
689000,2440,4,2.5,1
470000,2410,4,2,2
640000,2270,3,3,2
290000,2340,4,1.75,1
258500,1800,3,2.5,2
1100000,2210,4,3.5,1
420000,1820,3,1.75,1
230000,1190,3,1,1
252000,1400,3,1.5,1
515000,2600,3,2.5,2
425000,910,2,1,1
575000,1760,3,2.5,2
390000,860,2,1,1
561500,2310,4,2.25,1
1350000,2000,4,1.75,1.5
835000,2460,5,2.75,1
245000,1020,2,1,1.5
475200,1670,3,2.5,2
425000,790,2,1,1
218000,2010,2,1.5,2
600000,2600,4,2.5,2
545000,1890,4,2.25,1
2408000,4600,5,2.5,1.5
460000,2008,5,3,1
425000,880,2,1,1
455000,1700,3,1.75,1
313100,1730,3,2,1
780000,3910,4,3.5,2
345500,2160,4,2.5,2
243000,1200,3,1.75,1
670000,3860,5,3.5,1
325000,1320,3,1.5,1
281000,1280,2,1,1
130000,1100,3,1,1
340000,2170,3,2.5,2
485000,2720,4,2.75,2
642860,2520,4,2.75,2
747000,2560,3,1.75,1
559950,2650,4,2.5,2
577288,2870,4,2.75,2
575000,1230,2,1,1.5
287000,1450,3,1,1
1149000,3180,4,3.75,2
335000,1800,2,1,1
375000,2020,4,2.25,2
325000,620,2,1,1
530000,2190,3,2.25,1
287000,1980,4,2.25,1
320000,2970,5,3,1
425000,2270,4,2.5,2
550000,1630,3,1,1
135000,1520,3,1,1
695000,2080,3,1.75,1.5
975000,3020,5,2.5,1
210000,2180,4,1.75,1
518000,1780,4,1.75,1
335500,1370,3,1,2
750000,3050,4,3.5,2
515000,1490,3,1.75,1
344500,1800,4,2.75,1
470000,1760,3,1.5,1
606150,1770,4,1.75,1
292000,2910,4,2.75,1
450000,2880,3,2.5,2
429000,2520,3,1.75,1
765000,3190,4,2.5,2
425000,540,2,1,1
505000,3170,4,2.5,2
544950,1830,3,1.75,1
382000,1360,3,2,1.5
475000,1870,3,1.75,2
355000,1370,3,1.5,2
410000,1700,4,2.5,1
450000,1960,4,2,1
565000,4140,7,4.5,1
529100,1290,2,1,1.5
452500,2460,4,2.5,2
245000,1580,4,2,1
415000,700,1,1,1
610000,2410,4,2.5,2
363500,2180,4,1.75,1
510000,1950,3,2.75,1
650000,2630,4,2.5,2
290000,2050,4,2.5,2
170000,790,3,1,1
510000,1070,2,1,1
2280000,13540,7,8,3
316000,2320,4,2.5,2
690000,2670,4,2.5,2
199950,700,2,1,1
207000,860,3,1,1
449950,3490,4,2.25,1.5
361550,1160,3,1.75,1
824000,3650,4,3.5,2
537000,1550,3,1.75,1
838400,2620,4,2.5,2.5
225000,720,2,1,1
329900,1380,3,2,1
282500,1170,4,1,1
229950,1170,3,1.75,1
500000,1630,2,1,1
495000,1890,3,1.75,1
149500,1010,3,1,1
726000,2040,3,2.5,1
899000,4080,4,2.5,2
317000,1270,3,1,1
395000,790,1,1,1
360000,2580,4,3,2
570000,2290,4,2.5,2
320000,3490,4,2.5,2
320000,1510,3,1.75,1.5
268000,2400,5,2.5,2
191000,900,2,1,1
400000,1270,2,1,1
515000,1050,2,1,1
610000,2950,4,2.5,2
538000,1850,2,1.75,1
432000,1970,3,2.5,2
335000,2400,4,2.25,2
302000,2360,5,1.75,1.5
787500,1580,4,1.75,1
420000,1790,3,1,1
560000,2840,3,2.5,2
535000,1970,3,2.5,2
310000,1780,3,2.5,1
760000,3920,5,2,1.5
242500,1550,3,1.75,2
1313000,2980,6,3,1.5
235000,1270,3,1,1
598780,3040,4,2.25,1
433200,2075,3,2.5,2
343000,1110,2,1,1
145000,800,2,1,1
291970,680,1,1,1
599950,1680,3,1,1
1749000,3910,4,2.5,1.5
870000,2780,4,1.75,1
323000,2000,4,2.75,2
727000,3150,4,3,2
166000,1120,1,1,1
450000,1740,4,1.75,1
400000,2970,3,2.5,1
599000,2970,3,2.5,1
165000,1150,3,1,1
229000,1190,2,1,1
305000,900,1,1,1
930000,2950,3,3.25,2
542000,1990,3,2.5,1
214000,1020,3,1,1
718000,2070,3,2.5,2
349000,1430,3,2.5,3
305000,2030,3,2.5,2
498000,1620,3,2.5,2
799950,4220,4,3.5,2
737000,2300,3,2.5,2
860000,3830,4,3.25,2
339950,2390,3,2.5,1
249000,1440,3,2.25,1
370000,910,2,1,1
725000,1550,3,2,1
529000,2380,5,2.5,1
310000,2060,4,2.75,1
315000,1880,4,2.25,2
1300000,3470,4,2.5,2
435000,2360,3,2,2
350000,1970,3,1.75,1
240000,1040,3,1,1
410000,1420,3,2.25,2
430000,2290,4,2.75,2
446000,1530,4,2.5,1
240000,1360,3,1.5,1.5
595000,3680,4,3,1.5
215150,920,3,1,1
319950,1070,2,1,1
385000,1590,3,2,2
280000,1600,3,2.5,2
399950,1510,3,2.5,1
132500,1080,3,1,1
399950,1330,2,0.75,1
290000,850,2,1,1
860000,1960,5,2.25,1
3100000,6980,6,4.25,3
245000,1530,4,1,1.5
255000,1320,3,1.5,1
310000,2320,4,3,2
299000,960,3,1,1
575000,2040,4,2.5,2
284000,1080,3,1,1
840000,2020,3,1.75,1
442573,1780,3,1.75,1
560000,1140,3,1,1
485000,1610,3,2,1
472500,1440,4,1.75,1
1610000,4270,4,2.75,2
808000,3460,8,3.75,2
398000,1890,3,1.75,1.5
340000,2240,3,2.5,2
380000,760,2,1,1.5
235000,1020,3,1,1
400000,1330,3,1.5,1
582000,2780,5,2.5,1
209000,1070,2,1,1
335000,2660,5,3,1.5
285950,710,2,1,1
645000,3340,5,2.25,2
312000,1160,2,1,1.5
663000,2840,3,2.25,1
443950,2000,3,1.75,1
315000,1060,3,2,1
302200,1730,4,1.5,1
770000,2190,3,2.5,2
374950,1660,4,1.75,1
330000,2210,3,2.5,2
230000,870,2,1,1
967000,3100,4,2.5,2
536500,1720,4,2.5,2
315000,3120,6,4,2
626000,1040,3,1,1
334009,1650,4,2,1
429000,1010,2,1,1
818000,4020,4,2.5,2
326000,2166,5,2.75,2
310000,1880,5,3,1
525000,2260,4,2,1
350000,2010,3,2.25,1.5
936000,3330,4,2.5,2
226000,1520,3,1,1
1250000,3510,5,3.5,2
428000,1580,3,1.75,1
329932,1460,3,1.5,1
539000,1460,3,1.5,1
275000,1650,3,1.75,1
590000,2660,4,2.5,2
782000,3510,4,2.5,2
575000,2120,4,2.5,2
509000,1780,3,2.25,2
290000,2000,4,2.5,1
305240,1300,3,1,1
555000,2180,3,2,1.5
317000,1790,3,2,1
430000,1910,3,2,1.5
850000,1800,2,1.5,1
469000,2620,3,2.25,1
327200,1440,2,2,1
835000,2790,3,3,2
360000,2340,4,2.5,2
372000,2070,4,2.5,2
453000,2160,3,1,1.5
275000,2090,2,1.75,1
475000,2040,4,2.5,2
310000,1950,4,2.75,1
173000,1200,4,2,1
313500,2240,5,3,1
345000,1360,3,2.5,2
436000,1500,3,1.5,1
244500,1300,2,1.75,1
206000,1140,3,1.75,1
890000,2930,4,2.5,2
329950,2140,4,2.25,2
250000,1628,3,1.75,1
246000,1990,3,2,1
440000,1950,3,1.75,1
395000,1910,4,1.75,1
305000,820,3,1,1
160000,1470,3,2.25,1
269000,1470,3,2.25,1
169500,1060,3,1,1
690500,3130,4,2.75,2
245560,1260,2,1.5,1
345000,2200,4,2.75,2
383000,2580,4,1.75,1
388500,1350,3,2.25,2
250000,1350,3,1.75,1
455500,2290,3,1.75,1
672000,1220,3,1,1
550000,2750,4,1.5,1
487000,1430,3,1.75,1
291375,2220,4,2.5,2
225000,1490,3,1,1
519950,2440,5,3.5,2
250000,2070,3,2.5,2
614950,1500,3,1,1.5
599500,2020,4,2.25,2
625000,2190,4,1.5,1
248500,780,2,1,1
469950,1220,5,2,1
525000,1840,3,1.5,1
787500,2390,2,2.5,2
485000,3710,4,2.5,1
310000,750,2,1,1
280000,2110,5,2,1
200000,1020,4,1,1.5
490000,3080,3,2.5,2
146000,900,3,1,1
500000,3720,5,3,2
242500,940,3,1,1
324950,1040,3,1,1
231500,1000,2,1,1
300000,2080,3,2.5,2
545000,2500,4,2.5,2
350000,1050,3,1,1
467100,1620,3,1.75,1
180000,1610,3,1,1.5
749000,2130,4,1.5,2
245000,1460,3,2.5,2
260000,1600,5,1,1
490000,1730,3,3,3
565000,2280,4,2.5,2
330000,2430,4,2.25,2
295000,1380,3,1,1
725000,1790,3,1.5,1.5
1135000,3370,4,2.5,2
680000,2920,3,2.25,1
490000,2180,2,1,1
635000,1480,3,1.75,1.5
750000,2350,3,2.5,1.5
330000,2440,4,2.25,2
270000,1350,3,2.5,2
340000,1970,3,2.25,2
413252,1110,3,0.75,1
600000,2950,4,2.75,2
726888,2970,5,3,2
285000,720,2,1,1
365000,770,2,1,1
295000,1650,4,2,1
460000,1620,3,2.25,1
230000,1510,3,1.5,1.5
337000,1070,3,1,1
300000,1010,3,1,1
2300000,3370,4,2.5,1
360000,2000,4,2.5,2
585000,2060,3,2.5,2
182700,1740,3,2.25,1
305000,1740,3,2.25,1
309950,1880,3,2.5,2
550000,960,3,1,1
825000,3280,3,2.5,1
998500,1570,2,1,1.5
644500,2990,4,2.5,2
320000,1250,3,2,1
266950,1920,3,2.5,2
633100,2470,4,2.5,2
395000,960,2,1,1
259250,940,3,1,1
300000,1260,3,1,1
413000,2280,3,1.75,1
435000,1740,3,2.25,1
500000,2630,4,2.75,1
402000,2430,4,1.75,1
777700,2260,3,2.5,1.5
580000,1220,2,1.5,1
570000,2580,3,1.75,1
174950,730,2,1,1
300000,760,2,1,1
435000,1740,3,1.5,1
840000,3420,4,2.5,2
469000,2240,5,2.5,1
870000,1920,4,1.75,2
532000,2020,4,1.75,1
455000,1880,4,1.5,1
201000,1010,3,1,1
649000,3990,5,3.25,2
445500,1390,2,1.75,1
475000,1230,3,2,1
590000,2940,4,2.5,2
565000,2190,4,1.5,2
110000,640,1,1,1
375000,1670,3,2.5,1
255000,1240,3,1.5,1
315000,1850,5,1.75,1.5
496600,2020,4,2.25,1
380000,1020,3,1,1
338950,1610,3,1.75,1
542500,2730,5,3.5,1
739000,2840,5,2.5,1
549000,1290,4,1.75,2
252000,1670,3,2.25,1
1698888,3860,4,4.5,2
735000,2460,4,1.75,1.5
270000,1660,4,2.5,1
2250000,3420,3,2.5,1
155000,1010,2,1,1.5
469000,2240,4,2.5,1
305000,2340,4,2.25,2
675000,1920,3,1.75,1
931000,2460,3,2.5,1.5
385000,1470,3,1,1
815000,3400,3,2.5,2
531000,1910,3,2.25,1
386500,1400,4,1,1
475580,1520,3,1.75,1
358000,930,2,1,1
677500,2340,5,1,2
868500,2920,3,2.5,3
599380,1270,3,1.75,1
712000,2450,4,2.25,1
350000,1380,5,1.75,1
875000,2520,4,2,1
365000,2290,3,2.25,2
452000,1660,4,2,1
915000,2800,3,2.75,1
482500,1690,3,2.5,2
425000,1180,3,1,1.5
460000,1390,2,1.75,1
666570,2320,4,2,1.5
390000,2270,3,2.25,1
650000,2640,4,1.75,1
305000,1680,3,2,1
250000,990,3,1,1
438800,2770,4,2.5,2
290000,950,2,1,1
324950,2160,4,2,2
453000,1650,3,2.5,2
556000,1800,3,1,1.5
315000,1660,3,2,1
445830,1870,3,2.5,2
1260000,3220,3,3.5,2
287200,1850,3,3,1
525000,1580,4,1.5,1.5
1135000,4590,4,4.25,2
381000,2700,3,1.75,1
360000,1020,3,1.75,1.5
619000,2950,5,3.5,3
535000,1780,2,1.75,1
402000,710,2,1,1
600000,4300,4,3.5,2
549950,2080,3,2.5,1
300000,2360,4,2,1
360000,2210,6,2,2
419000,4340,7,3.25,2
510000,1320,3,3,3
319950,1980,3,2.5,2
1180000,3960,5,5,2
381000,2130,4,2.5,2
256900,1720,3,2.5,2
346000,1790,5,1,1
465000,1390,2,2.25,3
545000,1900,3,2,1
516000,1640,2,1.75,1
550000,2700,4,2.5,1
339950,2200,4,2.25,2
417000,1310,3,1,1
906000,2480,4,2.5,1
980000,3010,4,2.25,2
555000,2450,4,2.5,2
468000,1250,2,1.75,1
378000,2610,3,1.75,1
430000,2010,4,2.5,1.5
730100,3120,4,2.5,2
219000,1370,4,1.5,1.5
570000,2420,3,2.5,1
262500,1500,4,2.75,1
525000,2630,5,2.5,2
520000,950,2,1,1
417400,2680,3,3,1
788000,3680,4,3.25,2
320000,1270,3,1,1
950000,2330,6,1,1.5
255000,960,3,1,1
260000,1990,4,2.5,2
394000,1450,3,1,1
575000,2280,4,2.5,2
1250000,1830,4,2.25,2
385000,1650,3,2.25,1
456000,2720,5,2.75,1
637000,1710,4,2.5,1
485000,1420,5,1.5,1
315275,1440,3,1.75,1
252500,1280,2,1.5,1
240000,1320,2,1,1
790000,2560,4,2.5,1
310000,1480,3,1,1
1250000,2960,4,2.5,2
425000,1160,2,1,1
548000,2110,3,2.5,2
379880,1650,3,2.5,1
530000,1950,3,2.5,2
695000,2600,3,2.25,1.5
435000,1270,3,1,1.5
540000,1300,3,1.75,1
425000,1790,3,2.25,1
490000,1930,3,2.5,2
220000,1200,4,1,1.5
540000,2050,4,2.5,2
670000,1710,3,1,1
667500,2130,3,1.75,1
585000,1700,3,3.5,2
225000,1390,3,1.5,1
375000,1230,3,1,1
335000,1490,3,2,1
680000,2440,5,3.25,2
600000,970,3,1,1
161000,1700,4,2,1
220000,1700,4,2,1
420000,1720,3,1.75,1.5
710000,1400,3,1,1.5
626000,2570,4,2.5,1
279500,1200,3,1.5,1
1610000,4390,4,3.5,2
325000,1080,2,1,1
